id,label
0,0
1,1
2,0
3,1
4,1
5,1
6,0
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,0
16,1
17,0
18,1
19,1
20,1
21,0
22,0
23,0
24,1
25,1
26,0
27,1
28,0
29,0
30,0
31,0
32,1
33,1
34,0
35,0
36,0
37,1
38,0
39,1
40,0
41,1
42,0
43,0
44,0
45,1
46,1
47,1
48,0
49,1
50,0
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,0
69,0
70,0
71,1
72,1
73,0
74,1
75,1
76,1
77,0
78,1
79,1
80,1
81,1
82,0
83,0
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,0
92,1
93,0
94,1
95,1
96,0
97,1
98,1
99,0
100,1
101,0
102,1
103,0
104,1
105,1
106,0
107,0
108,1
109,1
110,1
111,1
112,0
113,0
114,0
115,1
116,1
117,0
118,1
119,1
120,0
121,1
122,1
123,1
124,1
125,1
126,0
127,0
128,0
129,1
130,0
131,0
132,1
133,1
134,0
135,1
136,1
137,0
138,1
139,1
140,1
141,0
142,0
143,1
144,0
145,0
146,1
147,0
148,0
149,0
150,1
151,0
152,0
153,1
154,0
155,1
156,0
157,1
158,1
159,0
160,1
161,1
162,1
163,0
164,0
165,1
166,1
167,1
168,1
169,0
170,1
171,0
172,0
173,1
174,0
175,0
176,1
177,0
178,1
179,1
180,0
181,1
182,1
183,0
184,1
185,1
186,1
187,0
188,0
189,0
190,1
191,0
192,0
193,0
194,0
195,1
196,0
197,0
198,0
199,1
200,1
201,0
202,0
203,1
204,1
205,1
206,0
207,1
208,1
209,1
210,0
211,1
212,0
213,0
214,0
215,0
216,1
217,1
218,0
219,0
220,0
221,1
222,1
223,0
224,0
225,1
226,0
227,1
228,1
229,1
230,0
231,1
232,0
233,1
234,1
235,0
236,0
237,0
238,0
239,0
240,0
241,1
242,1
243,1
244,0
245,1
246,1
247,1
248,0
249,0
250,0
251,1
252,0
253,0
254,1
255,1
256,1
257,0
258,0
259,0
260,0
261,1
262,0
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,0
272,1
273,1
274,1
275,0
276,0
277,1
278,1
279,0
280,1
281,1
282,1
283,1
284,0
285,1
286,1
287,0
288,0
289,1
290,0
291,1
292,1
293,0
294,0
295,1
296,0
297,0
298,0
299,0
300,1
301,1
302,0
303,1
304,0
305,0
306,0
307,0
308,1
309,1
310,0
311,0
312,1
313,1
314,0
315,1
316,1
317,0
318,0
319,0
320,1
321,1
322,1
323,1
324,1
325,0
326,0
327,0
328,1
329,0
330,1
331,1
332,1
333,0
334,1
335,0
336,0
337,0
338,0
339,1
340,1
341,0
342,1
343,1
344,1
345,0
346,1
347,1
348,1
349,0
350,0
351,0
352,0
353,1
354,1
355,1
356,1
357,0
358,1
359,1
360,0
361,0
362,1
363,0
364,1
365,0
366,0
367,0
368,1
369,1
370,1
371,0
372,1
373,0
374,1
375,1
376,1
377,1
378,0
379,1
380,0
381,1
382,0
383,1
384,1
385,1
386,1
387,1
388,0
389,0
390,0
391,1
392,1
393,0
394,1
395,0
396,0
397,1
398,0
399,0
400,0
401,1
402,1
403,1
404,0
405,0
406,1
407,1
408,1
409,1
410,1
411,0
412,0
413,0
414,1
415,0
416,1
417,1
418,0
419,0
420,1
421,0
422,1
423,1
424,0
425,0
426,1
427,0
428,1
429,0
430,0
431,0
432,1
433,1
434,0
435,1
436,1
437,1
438,0
439,1
440,0
441,0
442,1
443,1
444,1
445,0
446,0
447,1
448,1
449,0
450,1
451,1
452,1
453,0
454,0
455,0
456,0
457,1
458,0
459,1
460,1
461,1
462,1
463,0
464,1
465,0
466,0
467,0
468,0
469,1
470,1
471,0
472,0
473,0
474,1
475,1
476,1
477,0
478,0
479,1
480,1
481,0
482,1
483,0
484,0
485,0
486,1
487,1
488,1
489,0
490,1
491,1
492,1
493,1
494,0
495,1
496,0
497,1
498,1
499,1
500,0
501,0
502,1
503,1
504,0
505,1
506,1
507,1
508,0
509,0
510,1
511,0
512,1
513,0
514,1
515,1
516,0
517,0
518,0
519,1
520,1
521,0
522,0
523,0
524,0
525,1
526,0
527,1
528,1
529,0
530,0
531,1
532,1
533,1
534,0
535,1
536,1
537,0
538,1
539,1
540,1
541,0
542,0
543,1
544,0
545,0
546,0
547,0
548,0
549,1
550,0
551,1
552,0
553,1
554,0
555,0
556,1
557,1
558,0
559,0
560,1
561,1
562,0
563,1
564,0
565,1
566,1
567,0
568,1
569,1
570,1
571,0
572,1
573,0
574,0
575,1
576,1
577,0
578,0
579,0
580,0
581,1
582,1
583,0
584,0
585,1
586,1
587,0
588,1
589,0
590,1
591,1
592,1
593,1
594,0
595,1
596,0
597,1
598,1
599,1
600,1
601,0
602,1
603,1
604,0
605,0
606,1
607,1
608,0
609,1
610,1
611,1
612,0
613,0
614,0
615,0
616,0
617,1
618,1
619,0
620,0
621,1
622,1
623,0
624,0
625,0
626,1
627,1
628,1
629,0
630,1
631,1
632,0
633,0
634,1
635,0
636,1
637,0
638,1
639,1
640,0
641,1
642,0
643,1
644,1
645,0
646,1
647,1
648,0
649,0
650,0
651,1
652,1
653,1
654,0
655,1
656,1
657,1
658,1
659,0
660,1
661,1
662,1
663,1
664,1
665,0
666,0
667,0
668,1
669,0
670,0
671,1
672,0
673,1
674,1
675,1
676,1
677,0
678,0
679,0
680,1
681,0
682,1
683,0
684,0
685,1
686,1
687,1
688,1
689,0
690,0
691,0
692,0
693,0
694,1
695,0
696,0
697,1
698,0
699,0
700,0
701,1
702,1
703,0
704,0
705,0
706,0
707,0
708,1
709,0
710,0
711,1
712,0
713,0
714,0
715,1
716,0
717,1
718,0
719,0
720,1
721,1
722,0
723,1
724,0
725,0
726,1
727,1
728,1
729,1
730,1
731,0
732,1
733,0
734,0
735,0
736,1
737,1
738,0
739,1
740,0
741,0
742,1
743,1
744,1
745,0
746,1
747,1
748,1
749,0
750,1
751,0
752,0
753,0
754,1
755,0
756,0
757,1
758,0
759,1
760,1
761,1
762,1
763,1
764,0
765,1
766,1
767,1
768,0
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,0
778,0
779,0
780,0
781,1
782,1
783,0
784,1
785,0
786,1
787,1
788,1
789,0
790,1
791,1
792,0
793,0
794,0
795,1
796,1
797,1
798,1
799,1
800,0
801,0
802,1
803,1
804,1
805,1
806,0
807,1
808,1
809,1
810,1
811,1
812,1
813,0
814,1
815,0
816,0
817,1
818,1
819,1
820,0
821,0
822,0
823,0
824,1
825,1
826,1
827,1
828,0
829,1
830,1
831,0
832,0
833,1
834,1
835,1
836,0
837,1
838,1
839,1
840,0
841,1
842,1
843,1
844,1
845,0
846,0
847,1
848,1
849,0
850,1
851,0
852,0
853,1
854,1
855,0
856,0
857,0
858,0
859,1
860,0
861,1
862,1
863,1
864,1
865,0
866,1
867,1
868,1
869,1
870,0
871,1
872,1
873,0
874,0
875,1
876,0
877,0
878,1
879,1
880,0
881,0
882,1
883,0
884,0
885,0
886,1
887,0
888,1
889,1
890,1
891,1
892,0
893,1
894,1
895,1
896,1
897,1
898,1
899,0
900,1
901,0
902,1
903,0
904,1
905,1
906,0
907,1
908,0
909,0
910,0
911,1
912,1
913,0
914,1
915,0
916,1
917,1
918,1
919,1
920,0
921,0
922,1
923,0
924,1
925,0
926,1
927,0
928,1
929,0
930,0
931,0
932,1
933,0
934,1
935,0
936,1
937,1
938,1
939,0
940,0
941,0
942,0
943,1
944,0
945,0
946,0
947,0
948,1
949,0
950,1
951,0
952,1
953,1
954,1
955,1
956,1
957,1
958,0
959,0
960,0
961,1
962,1
963,1
964,0
965,0
966,1
967,1
968,1
969,0
970,0
971,1
972,0
973,1
974,1
975,1
976,1
977,1
978,1
979,0
980,1
981,0
982,1
983,0
984,0
985,1
986,1
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,1
996,1
997,0
998,0
999,0
1000,0
1001,1
1002,1
1003,1
1004,1
1005,0
1006,1
1007,0
1008,1
1009,1
1010,0
1011,1
1012,1
1013,0
1014,0
1015,0
1016,1
1017,1
1018,1
1019,1
1020,1
1021,0
1022,1
1023,0
1024,1
1025,1
1026,0
1027,1
1028,0
1029,0
1030,0
1031,0
1032,1
1033,0
1034,1
1035,1
1036,1
1037,1
1038,0
1039,1
1040,0
1041,0
1042,0
1043,0
1044,1
1045,0
1046,1
1047,1
1048,1
1049,0
1050,1
1051,1
1052,1
1053,1
1054,1
1055,0
1056,1
1057,1
1058,0
1059,1
1060,1
