id,label
0,0
1,0
2,1
3,0
4,0
5,1
6,0
7,1
8,0
9,0
10,1
11,1
12,0
13,0
14,1
15,1
16,0
17,1
18,0
19,0
20,1
21,1
22,0
23,1
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,1
33,0
34,0
35,1
36,1
37,0
38,0
39,0
40,1
41,1
42,0
43,0
44,1
45,0
46,0
47,0
48,0
49,0
50,1
51,0
52,0
53,1
54,0
55,0
56,0
57,1
58,1
59,1
60,1
61,1
62,0
63,1
64,0
65,0
66,0
67,1
68,0
69,1
70,1
71,0
72,0
73,0
74,0
75,1
76,0
77,1
78,1
79,1
80,0
81,0
82,0
83,1
84,1
85,0
86,0
87,0
88,0
89,0
90,0
91,1
92,1
93,1
94,0
95,1
96,1
97,1
98,0
99,1
100,0
101,0
102,1
103,1
104,0
105,1
106,1
107,0
108,1
109,0
110,0
111,1
112,0
113,1
114,0
115,0
116,1
117,1
118,0
119,1
120,0
121,1
122,0
123,0
124,1
125,0
126,1
127,0
128,0
129,1
130,1
131,1
132,0
133,0
134,1
135,1
136,0
137,1
138,1
139,0
140,0
141,1
142,0
143,1
144,1
145,0
146,1
147,0
148,0
149,1
150,0
151,0
152,1
153,0
154,0
155,0
156,0
157,1
158,0
159,0
160,1
161,0
162,1
163,0
164,1
165,0
166,0
167,0
168,0
169,1
170,1
171,0
172,1
173,0
174,1
175,1
176,1
177,0
178,1
179,0
180,0
181,1
182,0
183,1
184,0
185,1
186,1
187,1
188,0
189,1
190,0
191,0
192,1
193,0
194,1
195,1
196,1
197,1
198,1
199,0
200,1
201,1
202,1
203,1
204,0
205,1
206,1
207,0
208,0
209,0
210,0
211,1
212,1
213,0
214,0
215,0
216,0
217,0
218,1
219,1
220,0
221,1
222,0
223,0
224,1
225,0
226,1
227,0
228,1
229,1
230,0
231,0
232,0
233,0
234,0
235,0
236,1
237,1
238,0
239,0
240,1
241,0
242,1
243,1
244,0
245,0
246,1
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,1
255,0
256,0
257,0
258,0
259,0
260,0
261,1
262,0
263,0
264,1
265,1
266,0
267,0
268,0
269,0
270,0
271,1
272,0
273,0
274,0
275,1
276,0
277,1
278,0
279,0
280,1
281,0
282,1
283,1
284,0
285,0
286,1
287,1
288,0
289,1
290,0
291,0
292,0
293,1
294,1
295,1
296,0
297,0
298,0
299,1
300,0
301,0
302,0
303,0
304,0
305,0
306,1
307,1
308,0
309,0
310,1
311,0
312,0
313,1
314,0
315,0
316,1
317,1
318,0
319,1
320,1
321,1
322,0
323,1
324,1
325,1
326,1
327,1
328,0
329,0
330,0
331,0
332,0
333,1
334,1
335,0
336,0
337,1
338,0
339,1
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,1
349,1
350,0
351,1
352,1
353,1
354,1
355,0
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,0
367,0
368,1
369,0
370,1
371,0
372,1
373,0
374,1
375,1
376,1
377,1
378,1
379,1
380,0
381,1
382,1
383,1
384,0
385,0
386,1
387,0
388,0
389,1
390,0
391,1
392,1
393,0
394,1
395,0
396,0
397,1
398,0
399,0
400,0
401,1
402,1
403,0
404,0
405,0
406,1
407,0
408,0
409,0
410,0
411,1
412,0
413,1
414,0
415,0
416,0
417,0
418,0
419,1
420,0
421,1
422,0
423,0
424,0
425,0
426,0
427,1
428,1
429,0
430,0
431,0
432,0
433,0
434,0
435,1
436,1
437,0
438,0
439,1
440,1
441,0
442,0
443,0
444,0
445,1
446,0
447,0
448,0
449,1
450,0
451,1
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,1
460,0
461,1
462,0
463,0
464,0
465,0
466,0
467,1
468,1
469,0
470,0
471,0
472,0
473,1
474,0
475,0
476,0
477,1
478,0
479,1
480,0
481,0
482,0
483,0
484,1
485,0
486,1
487,0
488,0
489,1
490,1
491,0
492,0
493,1
494,0
495,0
496,1
497,1
498,0
499,0
500,1
501,0
502,1
503,1
504,1
505,0
506,1
507,0
508,1
509,0
510,1
511,0
512,0
513,1
514,1
515,0
516,0
517,0
518,0
519,1
520,1
521,1
522,0
523,1
524,0
525,0
526,0
527,1
528,0
529,0
530,0
531,0
532,0
